iteration,timesteps,episode_reward_mean,cumulative_reward,current_balance,timestamp
1,66.3722665309906,-13.151643846420454,-13.151643846420454,,1744164740.0761375
2,141.5641965866089,-12.858306805914548,-26.009950652335,,1744164815.2954285
3,218.31496691703796,-12.389743977739954,-38.399694630074954,,1744164892.0716398
4,284.4064109325409,-11.941690649426274,-50.341385279501225,,1744164958.1942415
5,349.8842611312866,-11.371978781821959,-61.71336406132318,,1744165023.6962514
6,414.83795499801636,-10.51877134852982,-72.232135409853,,1744165088.6847725
7,480.0366258621216,-9.566316673131215,-81.79845208298421,,1744165153.9229882
8,551.1863243579865,-8.537086231215456,-90.33553831419967,,1744165225.1065063
9,623.1263542175293,-7.315628894844543,-97.6511672090442,,1744165297.0775118
10,692.8950049877167,-6.2630599468773225,-103.91422715592152,,1744165366.8798804
11,760.6109046936035,-5.054868772335691,-108.96909592825722,,1744165434.7678921
12,828.9731795787811,-3.821713636916558,-112.79080956517377,,1744165503.1634533
13,897.9202961921692,-2.2176310237590124,-115.00844058893279,,1744165572.1408837
14,966.1015033721924,0.25025985733988265,-114.7581807315929,,1744165640.3531768
15,1057.7585897445679,2.863366351586352,-111.89481438000655,,1744165732.038744
16,1133.3483831882477,5.528790893363802,-106.36602348664275,,1744165807.6614652
17,1200.0551826953888,8.073033110229998,-98.29299037641275,,1744165874.3972003
18,1284.710253238678,10.518567978349717,-87.77442239806302,,1744165959.087605
19,1362.4611587524414,12.861946491846275,-74.91247590621674,,1744166036.8709066
20,1442.0236315727234,15.160617840432923,-59.75185806578382,,1744166116.48408
21,1518.6723892688751,17.23051932580471,-42.521338739979115,,1744166193.5758655
22,1584.4135620594025,19.026470931570156,-23.49486780840896,,1744166259.350285
23,1653.0557947158813,20.706165382719856,-2.7887024256891024,,1744166328.019088
24,1728.7281122207642,22.224397270948774,19.435694845259672,,1744166403.7164087
25,1802.281433582306,23.4633511715056,42.89904601676527,,1744166477.2938914
26,1870.6119956970215,24.47452148854922,67.3735675053145,,1744166545.6505587
27,1944.1706054210663,25.034178845254225,92.40774635056871,,1744166619.2409475
28,2014.447607755661,25.44254842783324,117.85029477840196,,1744166689.5464919
29,2082.84530544281,25.80418212304692,143.65447690144887,,1744166757.9701514
30,2150.6024930477142,26.18287360352447,169.83735050497336,,1744166825.752924
31,2221.848950147629,26.50974674295618,196.34709724792953,,1744166897.5385685
32,2290.3014109134674,26.574691128215722,222.92178837614526,,1744166966.0192256
33,2368.0385615825653,26.39517715114387,249.31696552728914,,1744167043.783974
34,2441.616166830063,26.370253979864536,275.68721950715366,,1744167117.3874588
35,2513.653599500656,26.513978676532883,302.20119818368653,,1744167189.4532475
36,2580.824203968048,26.63899314481031,328.8401913284968,,1744167256.6536348
37,2646.427495241165,26.65356273096087,355.4937540594577,,1744167322.2818139
38,2713.2122328281403,26.681887152561444,382.1756412120191,,1744167389.0897944
39,2779.194187641144,26.64890367117874,408.82454488319786,,1744167455.0968797
40,2844.7967171669006,26.772691822844124,435.597236706042,,1744167520.7232318
41,2915.6095621585846,26.580624184475422,462.1778608905174,,1744167591.7006838
42,2984.768575668335,26.339748996565728,488.51760988708315,,1744167660.8914368
43,3051.8946397304535,26.199970580734863,514.717580467818,,1744167728.0441728
44,3128.154464483261,26.191458142729527,540.9090386105476,,1744167804.3282924
45,3198.726458787918,26.45873612019001,567.3677747307376,,1744167874.9303033
46,3271.4971928596497,26.871451993099157,594.2392267238367,,1744167947.7262309
47,3338.2495181560516,27.04918755838421,621.288414282221,,1744168014.501341
48,3405.127665281296,27.02728296561304,648.315697247834,,1744168081.4072876
49,3479.361291408539,27.01117939733128,675.3268766451653,,1744168155.6687622
50,3549.5933368206024,26.880912061857785,702.207788707023,,1744168225.9314444
51,3627.690530061722,26.88213304595083,729.0899217529739,,1744168304.2940223
52,3698.91415143013,26.87085048450105,755.9607722374749,,1744168375.554399
53,3770.0825023651123,26.97393692730504,782.93470916478,,1744168446.7491596
54,3844.271958589554,27.221019544267637,810.1557287090476,,1744168520.9637816
55,3912.3577411174774,27.22159111789731,837.3773198269449,,1744168589.0780864
56,3990.364775657654,27.170199639888068,864.547519466833,,1744168667.1141217
57,4060.778622150421,27.10172186478961,891.6492413316226,,1744168737.556371
58,4129.327281713486,27.16775360518557,918.8169949368082,,1744168806.130936
59,4200.375714302063,27.112155222177783,945.929150158986,,1744168877.2054098
60,4268.552386522293,27.148811147098726,973.0779613060847,,1744168945.4067917
61,4338.540947675705,26.919949787435424,999.9979110935201,,1744169016.0682852
62,4408.14133310318,26.738519489176614,1026.7364305826968,,1744169085.6950095
63,4477.930775165558,26.706051509555742,1053.4424820922525,,1744169155.5124311
64,4545.215439796448,26.648133810752675,1080.090615903005,,1744169222.8241858
65,4629.06186747551,26.674813876604635,1106.7654297796098,,1744169306.6995673
66,4700.721525430679,26.667004036076946,1133.4324338156866,,1744169378.3906813
67,4768.853647470474,26.836791315922518,1160.2692251316091,,1744169446.5469966
68,4835.08894276619,26.994462660513605,1187.2636877921227,,1744169512.813263
69,4904.716206789017,27.101040885985654,1214.3647286781083,,1744169582.470321
70,4975.825619220734,27.116206839325194,1241.4809355174336,,1744169653.61528
71,5049.129456758499,27.14711822978263,1268.6280537472162,,1744169727.454994
72,5120.751145601273,27.154314592768774,1295.782368339985,,1744169799.1102371
73,5196.598250389099,27.106749441771075,1322.889117781756,,1744169874.990112
74,5272.0072185993195,27.10711037216406,1349.9962281539201,,1744169950.4345694
75,5345.361569643021,27.04391901494569,1377.0401471688658,,1744170023.8180907
76,5419.025133371353,26.9993587474618,1404.0395059163277,,1744170097.5066261
77,5499.861240386963,27.01751517180482,1431.0570210881326,,1744170178.370041
78,5570.935018062592,27.13202233475804,1458.1890434228906,,1744170249.467365
79,5639.226578712463,27.174431364968935,1485.3634747878596,,1744170317.7830873
80,5714.305568933487,27.240601591815338,1512.604076379675,,1744170392.8878088
81,5790.886201143265,27.346867876174073,1539.950944255849,,1744170470.234672
82,5859.614759683609,27.405656920416618,1567.3566011762655,,1744170538.9939368
83,5931.006597518921,27.191447888995114,1594.5480490652606,,1744170610.4252815
84,6005.478013515472,26.94890224482706,1621.4969513100875,,1744170684.924625
85,6079.098898887634,26.83069923101362,1648.327650541101,,1744170758.5750835
86,6145.025185108185,26.992699211760552,1675.3203497528616,,1744170824.524182
87,6208.685917139053,27.410781898618065,1702.7311316514797,,1744170888.2110496
88,6274.625727415085,27.73732053948343,1730.468452190963,,1744170954.176928
89,6344.954167127609,27.99234504840307,1758.460797239366,,1744171024.5309372
90,6414.044903278351,28.14909398963372,1786.6098912289997,,1744171093.647883
91,6482.042572975159,28.161799601276957,1814.7716908302766,,1744171162.24287
92,6556.50443649292,28.135477953795313,1842.907168784072,,1744171236.728876
93,6628.996342897415,27.806663490253655,1870.7138322743256,,1744171309.2466078
94,6701.990645170212,27.520898421274914,1898.2347306956005,,1744171382.2672064
95,6772.858407258987,27.56119510556566,1925.7959258011663,,1744171453.1646352
96,6840.852989435196,27.703862271532966,1953.4997880726992,,1744171521.184743
97,6911.951411962509,27.9157136393151,1981.4155017120142,,1744171592.30836
98,6987.044941186905,27.941692376655055,2009.3571940886693,,1744171667.4338086
99,7066.1492965221405,27.914795409617327,2037.2719894982865,,1744171746.5618916
100,7141.0585350990295,27.922612591288434,2065.194602089575,,1744171821.4974303
101,7222.932313680649,27.927715380137165,2093.122317469712,,1744171903.8900516
102,7300.305091142654,27.840142839381414,2120.9624603090933,,1744171981.2962642
103,7377.936008453369,27.396882790469537,2148.359343099563,,1744172058.9754784
104,7449.904279232025,27.14567873053915,2175.505021830102,,1744172130.993302
105,7519.964681148529,27.161810639339986,2202.666832469442,,1744172201.0869477
106,7603.167451143265,27.439771664491808,2230.1066041339336,,1744172284.3156502
107,7676.28187251091,27.624298016433883,2257.7309021503675,,1744172357.4754512
108,7749.102848529816,27.75576653049452,2285.486668680862,,1744172430.3246143
109,7835.300575494766,27.905989684866423,2313.392658365728,,1744172516.5475824
110,7904.279813528061,28.08011570563669,2341.4727740713647,,1744172585.5523162
111,7974.793830871582,27.920229354257096,2369.393003425622,,1744172657.398937
112,8042.905063152313,27.686942546113883,2397.079945971736,,1744172725.543088
113,8110.862634897232,27.460543163733952,2424.5404891354697,,1744172793.5300152
114,8183.231905221939,27.43115053715074,2451.9716396726203,,1744172865.925382
115,8256.440202713013,27.65304236709592,2479.6246820397164,,1744172939.1621196
116,8334.156742572784,28.004195634448582,2507.628877674165,,1744173016.9088514
117,8406.427603721619,28.018704639096132,2535.647582313261,,1744173089.2077672
118,8479.160675048828,27.95767025154429,2563.605252564805,,1744173161.9699745
119,8569.26063990593,27.655854594736734,2591.261107159542,,1744173252.1128385
120,8643.590149641037,27.284611361245997,2618.545718520788,,1744173326.484546
121,8712.573422670364,26.9196624839002,2645.465381004688,,1744173395.7465003
122,8781.195105552673,26.677983821442982,2672.143364826131,,1744173464.3992605
123,8850.728310346603,26.6674308233925,2698.8107956495232,,1744173533.957712
124,8919.278530597687,26.891599722867035,2725.70239537239,,1744173602.5340571
125,8993.767317771912,27.202225270082764,2752.9046206424728,,1744173677.0490103
126,9064.126686573029,27.36722851164234,2780.271849154115,,1744173747.4368207
127,9134.45392537117,27.184112826980666,2807.4559619810957,,1744173817.7963264
128,9203.922039270401,26.850925648126545,2834.3068876292223,,1744173887.288076
129,9273.379367113113,26.457671006361082,2860.7645586355834,,1744173956.7867897
130,9343.602624416351,26.219557164699577,2886.984115800283,,1744174027.039547
131,9410.814931869507,26.163280999246293,2913.147396799529,,1744174094.417522
132,9486.957738161087,26.33217187165839,2939.4795686711873,,1744174170.593285
133,9562.151505947113,26.52090046860279,2966.00046913979,,1744174245.8137672
134,9652.342103242874,26.755881343320226,2992.75635048311,,1744174336.068769
135,9731.606271982193,26.890303799411807,3019.646654282522,,1744174415.3859305
136,9802.779205560684,26.999175995427517,3046.6458302779492,,1744174486.5845413
137,9877.103526830673,26.943312624452968,3073.5891429024023,,1744174560.934307
138,9945.007049322128,26.767566520608217,3100.3567094230107,,1744174628.8621612
139,10015.001576185226,26.653625126097978,3127.010334549109,,1744174698.8877537
140,10097.196544408798,26.52282317050322,3153.533157719612,,1744174781.1150646
141,10170.476784229279,26.73031201289015,3180.263469732502,,1744174854.5656972
142,10239.56517457962,27.131190437038743,3207.3946601695407,,1744174923.6790602
143,10305.08540225029,27.521046367802693,3234.9157065373433,,1744174989.2267852
144,10370.32164812088,27.765366867131647,3262.681073404475,,1744175054.4852993
145,10437.625856637955,27.97566192533086,3290.6567353298055,,1744175121.817653
146,10511.637730121613,28.079712771232106,3318.7364481010377,,1744175195.8655694
147,10582.048416376114,28.033742812101078,3346.770190913139,,1744175266.3462367
148,10653.90946483612,27.79361444565794,3374.563805358797,,1744175338.25875
149,10729.42778635025,27.47646687951901,3402.040272238316,,1744175413.8134599
150,10852.79187989235,27.404032027396976,3429.444304265713,,1744175537.205911
151,10931.290536403656,27.557854181095077,3457.002158446808,,1744175615.8999782
152,11005.379929542542,27.707410782796945,3484.709569229605,,1744175690.0267994
153,11082.906663417816,27.706618500115848,3512.416187729721,,1744175767.580715
154,11154.744887828827,27.705966045272064,3540.122153774993,,1744175839.4449375
155,11236.189049959183,27.564752563979972,3567.686906338973,,1744175920.917898
156,11310.212622880936,27.252152417838825,3594.939058756812,,1744175995.0076182
157,11436.005822896957,26.758400169637845,3621.6974589264496,,1744176120.8259914
158,11507.750140428543,26.396436747464037,3648.0938956739137,,1744176192.599994
159,11581.19977068901,26.19081698242671,3674.2847126563406,,1744176266.0864236
160,11650.977901220322,26.197764131652416,3700.482476787993,,1744176335.8929982
161,11723.639917612076,26.39837456332684,3726.88085135132,,1744176408.8603036
162,11793.79942560196,26.530067391041808,3753.410918742362,,1744176479.050406
163,11870.268882989883,26.620403948151353,3780.031322690513,,1744176555.5563064
164,11965.197562217712,26.633382776890823,3806.664705467404,,1744176650.5153801
165,12051.371710538864,26.471166681072745,3833.1358721484767,,1744176736.7189248
166,12119.11962223053,26.232615585918623,3859.3684877343953,,1744176804.496778
167,12187.5117623806,26.07742385058009,3885.4459115849754,,1744176872.9136364
168,12259.215427875519,26.239836449444613,3911.68574803442,,1744176944.6423972
169,12329.174277544022,26.48900624189178,3938.174754276312,,1744177014.626359
170,12396.544337034225,26.802251111116234,3964.977005387428,,1744177082.0252793
171,12461.946096897125,27.027622209845596,3992.0046275972736,,1744177147.5728047
172,12526.051539897919,27.178692085501044,4019.1833196827747,,1744177211.7027028
173,12590.058647871017,27.288485136844606,4046.471804819619,,1744177275.7338343
174,12654.659404039383,27.235850775351818,4073.707655594971,,1744177340.3607702
175,12720.389533996582,27.035193606873673,4100.742849201844,,1744177406.11664
176,12788.764595985413,26.651850725675587,4127.39469992752,,1744177474.5184813
177,12856.602730512619,26.569910795279313,4153.9646107228,,1744177542.3860583
178,12924.430275440216,26.764366431455247,4180.7289771542555,,1744177610.238257
179,12993.64640045166,27.081147809975402,4207.810124964231,,1744177679.4796484
180,13062.851104259491,27.24491864678185,4235.055043611013,,1744177748.709185
181,13131.895247220993,27.201991022166773,4262.25703463318,,1744177817.9229424
182,13200.763345241547,27.189342849492387,4289.446377482673,,1744177886.8176472
183,13269.239917755127,27.12775218089585,4316.574129663569,,1744177955.3197246
184,13335.321171760559,26.90458357390196,4343.47871323747,,1744178021.442479
185,13400.252156734467,26.474717199427154,4369.953430436897,,1744178086.3998063
186,13465.040351390839,26.147726120551646,4396.101156557449,,1744178151.213682
187,13528.620268821716,25.9852164712908,4422.08637302874,,1744178214.8170648
188,13592.637882947922,26.069721188036823,4448.156094216777,,1744178278.8588395
189,13659.137708187103,26.1673582427839,4474.323452459561,,1744178345.3836918
190,13723.265561580658,26.297579576231495,4500.621032035792,,1744178409.535433
191,13787.529932498932,26.39713536601224,4527.018167401805,,1744178473.9898214
192,13852.335942029953,26.423283089204855,4553.44145049101,,1744178538.81945
193,13917.347195148468,26.478750785743067,4579.920201276753,,1744178603.8583624
194,13987.128634929657,26.53805427068486,4606.458255547438,,1744178673.665525
195,14060.851872682571,26.71838625762759,4633.176641805066,,1744178747.4137883
196,14128.087250947952,26.719857082577022,4659.896498887642,,1744178814.6767945
197,14199.636127948761,26.720686772493455,4686.617185660136,,1744178886.2531352
198,14265.522041797638,26.588440627010506,4713.2056262871465,,1744178952.1654282
199,14332.926897764206,26.55434650395617,4739.759972791103,,1744179019.5979705
200,14401.472702980042,26.64876650529053,4766.408739296394,,1744179088.1680486
201,14477.061890125275,26.842151224051598,4793.250890520446,,1744179163.9369643
202,14550.576716184616,26.856175325296,4820.107065845742,,1744179237.4800363
203,14620.417691230774,26.863511294257595,4846.9705771399995,,1744179307.353503
204,14691.035669326782,26.945599887464514,4873.916177027464,,1744179377.9984622
205,14758.852011203766,27.008239149444808,4900.924416176909,,1744179445.8428988
206,14826.84233212471,26.6662162220394,4927.590632398948,,1744179513.8592079
207,14895.720434904099,26.179961084397345,4953.770593483346,,1744179582.7658544
208,14967.105858325958,25.827450342471288,4979.598043825817,,1744179654.1786613
209,15038.150559186935,25.81740626984802,5005.415450095665,,1744179725.254603
210,15105.704788684845,26.199330115067063,5031.614780210732,,1744179792.83537
211,15170.963598966599,26.60644099670812,5058.22122120744,,1744179858.2612503
212,15237.698308706284,26.88963172350392,5085.110852930944,,1744179925.0360477
213,15303.306410074234,26.97854941411945,5112.089402345064,,1744179990.668654
214,15370.368108987808,27.035672470538398,5139.125074815602,,1744180057.753447
215,15469.195778369904,27.022806478843417,5166.147881294445,,1744180156.6069653
216,15567.21655678749,26.95623324854271,5193.104114542988,,1744180254.657878
217,15635.333597183228,26.767325112081412,5219.8714396550695,,1744180322.8025746
218,15701.866864681244,26.500873402233175,5246.372313057303,,1744180389.3623312
219,15776.472476005554,26.426857287021573,5272.799170344324,,1744180464.0287757
220,15871.396490097046,26.640525275475735,5299.4396956198,,1744180558.9809127
221,15937.941305160522,26.778979165056757,5326.218674784856,,1744180625.7836103
222,16002.501477241516,26.841403687750766,5353.0600784726075,,1744180690.3735447
223,16065.809354782104,26.863809691257934,5379.923888163866,,1744180753.7086544
224,16133.599597454071,26.883252657026777,5406.8071408208925,,1744180821.5232017
225,16197.663740158081,26.941912832233285,5433.749053653126,,1744180885.616433
226,16261.18045258522,26.89498166763199,5460.644035320758,,1744180949.1574535
227,16324.235686063766,26.730326034295476,5487.374361355053,,1744181012.2369158
228,16387.819984436035,26.455619233125425,5513.829980588179,,1744181075.8475761
229,16452.164441108704,26.35021496191022,5540.180195550089,,1744181140.215508
230,16515.36594247818,26.47112068517348,5566.651316235262,,1744181203.4427435
231,16582.236350536346,26.75529956307329,5593.406615798335,,1744181270.6596203
232,16649.878209114075,27.19741123677753,5620.604027035113,,1744181338.3288918
233,16715.02068567276,27.395553285205292,5647.999580320318,,1744181403.4961624
234,16783.57738184929,27.440356368718014,5675.439936689037,,1744181472.077675
235,16850.1301343441,27.459290529366676,5702.899227218403,,1744181538.654045
236,16913.91609621048,27.36126310798168,5730.260490326385,,1744181602.4648023
237,16976.426330566406,26.9756515119389,5757.236141838323,,1744181665.0013676
238,17043.250400543213,26.68174791765544,5783.917889755979,,1744181731.8498268
239,17107.36506009102,26.541063252724335,5810.458953008703,,1744181795.989959
240,17170.31416773796,26.663680252712094,5837.122633261415,,1744181858.9651186
241,17233.730946063995,27.00175359868561,5864.1243868601005,,1744181922.5151198
242,17297.34993314743,27.095095264106252,5891.2194821242065,,1744181986.1601503
243,17360.6943423748,27.200942469568325,5918.420424593774,,1744182049.5300581
244,17426.550757408142,27.152989067810672,5945.573413661585,,1744182115.4095352
245,17498.57553935051,27.093407199377552,5972.666820860963,,1744182187.4598074
246,17576.392223119736,27.12194492375446,5999.788765784717,,1744182265.3045795
247,17650.937649011612,27.240840473500374,6027.029606258217,,1744182339.874097
248,17719.636890649796,27.373747625901792,6054.4033538841195,,1744182408.5983188
249,17787.294541597366,27.548468787546103,6081.9518226716655,,1744182476.283536
250,17862.805025100708,27.520380006540176,6109.472202678206,,1744182551.8271337
251,17938.227586507797,27.473018959558452,6136.945221637764,,1744182627.4991722
252,18008.900195598602,27.414309391505252,6164.359531029269,,1744182698.2033029
253,18079.373438835144,27.352877213308926,6191.712408242578,,1744182768.710329
254,18147.50789809227,27.232319983871847,6218.94472822645,,1744182836.87298
255,18219.081882715225,27.06470949229406,6246.009437718744,,1744182908.4776645
256,18297.16985630989,27.088322240659235,6273.097759959403,,1744182986.5945637
257,18364.780592679977,27.099461184436354,6300.19722114384,,1744183054.2337103
258,18433.077189922333,27.144537876706533,6327.341759020546,,1744183122.5612473
259,18499.91452383995,27.13610299011659,6354.477862010663,,1744183189.4251
260,18568.572688102722,27.043813133907694,6381.5216751445705,,1744183258.107632
261,18642.61896586418,26.926932448098395,6408.448607592669,,1744183332.3263562
262,18771.930625915527,26.991227498332897,6435.439835091001,,1744183461.6808248
263,18851.606860637665,27.159001585485075,6462.598836676487,,1744183541.3883553
264,18921.134284734726,27.23818648153445,6489.837023158021,,1744183610.9454796
265,18989.867146253586,27.34906255074688,6517.186085708768,,1744183679.710126
266,19067.595732450485,27.52985686339686,6544.715942572165,,1744183757.4815304
267,19148.370646476746,27.598792320134695,6572.314734892299,,1744183838.2925787
268,19223.073501586914,27.560621461869253,6599.875356354169,,1744183913.0271537
269,19290.87474322319,27.521968480789994,6627.397324834958,,1744183980.8558242
